file	order	reorder	ecr	core	dead	size_f0	size_f1	f0_time	f1_time	dead_core	total
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.3e-05	1.7e-05	0.00104	0.001241
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.7e-05	1e-05	0.000914	0.00107
eCos_infra	FORCE		18.51851851851852	1	1	28	7	6.9e-05	1.9e-05	0.001127	0.001209
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000803	9.8e-05	0.015484	0.016823
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001641	1.6e-05	0.005012	0.007227
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000206	6.2e-05	0.004219	0.004571
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000417	0.000107	0.013141	0.013557
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.00041	0.000339	0.01374	0.014559
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000326	2.6e-05	0.003013	0.003538
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.00025	7.6e-05	0.006347	0.006608
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.001234	0.00013	0.00433	0.006051
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000196	8.4e-05	0.003668	0.003947
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.005625	0.098273	0.732606	0.8345
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.007787	8.62283	30.049	38.8004
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000932	0.000107	0.007442	0.008213
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000339	7.8e-05	0.002839	0.003369
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000377	0.000587	0.027741	0.028459
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.002101	2.4e-05	0.009483	0.01166
HIS	FORCE		10.95890410958904	37	0	103	23	0.000531	2.1e-05	0.005704	0.006386
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.00024	4e-05	0.01994	0.020676
Graph	FORCE		21.21212121212121	11	0	41	16	0.000137	3.2e-05	0.001976	0.002078
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000221	2.5e-05	0.007282	0.007672
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.0141	0.000215	1.51993	1.5345
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.003435	9.34734	0.896143	10.3417
eCos_compat	FORCE		21.428571428571427	1	1	29	7	7.3e-05	2.1e-05	0.001152	0.001704
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6.4e-05	1.1e-05	0.000981	0.002494
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.2e-05	1.9e-05	0.001167	0.001317
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000826	9.7e-05	0.015122	0.016103
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001698	1.5e-05	0.004892	0.006945
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000213	6.5e-05	0.003828	0.003923
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000336	8.4e-05	0.010347	0.010843
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000334	0.000283	0.010899	0.011356
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000269	2e-05	0.002317	0.002713
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000176	5.3e-05	0.004515	0.00489
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000879	9.9e-05	0.003258	0.004478
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000162	6.7e-05	0.002869	0.003125
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004524	0.077125	0.518221	0.60078
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005361	4.87566	17.4118	22.3744
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000731	9.3e-05	0.006026	0.006831
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000302	6.6e-05	0.002513	0.003012
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000326	0.000517	0.023676	0.024332
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001613	1.8e-05	0.00717	0.009038
HIS	FORCE		10.95890410958904	37	0	103	23	0.000435	1.9e-05	0.004726	0.00515
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000202	3.4e-05	0.02088	0.02119
Graph	FORCE		21.21212121212121	11	0	41	16	0.000124	2.6e-05	0.001758	0.001929
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000201	2.3e-05	0.0068	0.007102
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011676	0.000181	1.21773	1.2297
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002902	6.5195	0.606399	7.19284
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.7e-05	0.001036	0.0012
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.8e-05	1e-05	0.000892	0.001038
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.2e-05	1.9e-05	0.001183	0.001267
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000803	9.8e-05	0.015178	0.015987
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001568	1.5e-05	0.005117	0.007027
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000195	5.6e-05	0.003975	0.004351
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000333	8.3e-05	0.010455	0.010965
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000332	0.000282	0.011002	0.011563
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000259	2e-05	0.002225	0.002485
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000174	5.5e-05	0.004574	0.004839
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000877	9.8e-05	0.003182	0.004376
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000157	7.1e-05	0.002892	0.002988
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004352	0.079586	0.525945	0.608306
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005553	4.88066	17.5386	22.5138
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000728	9.2e-05	0.00606	0.00691
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000303	6.7e-05	0.002588	0.002866
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000319	0.00048	0.024074	0.02467
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001606	1.8e-05	0.007086	0.00875
HIS	FORCE		10.95890410958904	37	0	103	23	0.000435	1.7e-05	0.004732	0.005328
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000206	3.3e-05	0.017136	0.017431
Graph	FORCE		21.21212121212121	11	0	41	16	0.000119	2.6e-05	0.001776	0.002074
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000202	2.3e-05	0.006963	0.007128
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011872	0.000183	1.20206	1.21423
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002849	6.60784	0.606891	7.29451
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.4e-05	1.8e-05	0.001028	0.001118
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	1e-05	0.000925	0.001105
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7e-05	1.9e-05	0.001231	0.001314
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000802	9.9e-05	0.015	0.015883
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001564	1.4e-05	0.004921	0.00695
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000194	5.6e-05	0.003868	0.004536
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000344	8.6e-05	0.010558	0.011023
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000347	0.00027	0.011073	0.011543
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000258	2e-05	0.002295	0.002663
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000179	5.3e-05	0.004598	0.004882
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000942	9.8e-05	0.003184	0.004458
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000158	6.8e-05	0.00289	0.003133
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.00458	0.079663	0.517942	0.604152
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005836	4.90688	17.8474	22.8316
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000732	9e-05	0.006222	0.007116
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000301	6.8e-05	0.002489	0.002907
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000314	0.00051	0.024141	0.024807
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001612	1.8e-05	0.007263	0.009084
HIS	FORCE		10.95890410958904	37	0	103	23	0.000441	1.8e-05	0.004737	0.005093
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000207	3.4e-05	0.016758	0.017071
Graph	FORCE		21.21212121212121	11	0	41	16	0.00012	2.7e-05	0.001768	0.002
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000202	2.3e-05	0.006655	0.006902
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011695	0.000187	1.19314	1.20529
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002811	6.46216	0.618835	7.1551
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.3e-05	1.7e-05	0.001065	0.001245
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.9e-05	9e-06	0.00089	0.000974
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.3e-05	1.9e-05	0.001147	0.001231
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000828	9.8e-05	0.015281	0.016373
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001579	1.4e-05	0.004897	0.006963
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000199	5.8e-05	0.003891	0.004204
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.00035	8.4e-05	0.01028	0.010503
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000335	0.000284	0.010983	0.011435
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000257	2.1e-05	0.002398	0.002789
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000177	5.3e-05	0.004453	0.004726
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000935	9.9e-05	0.003154	0.004449
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000158	6.7e-05	0.002882	0.003138
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.00449	0.08155	0.516442	0.603844
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005469	4.83478	17.9849	22.9054
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000765	9.3e-05	0.006375	0.007177
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000308	6.7e-05	0.00255	0.002991
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000321	0.000486	0.023738	0.024344
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001678	1.9e-05	0.007279	0.009085
HIS	FORCE		10.95890410958904	37	0	103	23	0.000445	1.9e-05	0.004711	0.005279
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000208	3.4e-05	0.016955	0.017259
Graph	FORCE		21.21212121212121	11	0	41	16	0.000124	2.7e-05	0.001765	0.001986
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000205	2.4e-05	0.006783	0.007104
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011712	0.000189	1.20728	1.21944
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002887	6.51387	0.603247	7.18484
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.5e-05	1.8e-05	0.001038	0.001258
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	5.8e-05	1e-05	0.000917	0.0011
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7e-05	2e-05	0.001153	0.001304
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000807	9.9e-05	0.015269	0.015979
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001569	1.5e-05	0.004791	0.006837
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000199	5.7e-05	0.003856	0.003946
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000343	8.5e-05	0.010618	0.011129
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000344	0.000265	0.011308	0.01177
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000272	1.9e-05	0.002274	0.002461
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000174	5.5e-05	0.004519	0.004785
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000947	9.7e-05	0.00328	0.00453
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000159	6.9e-05	0.003231	0.003378
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004244	0.080398	0.512311	0.597914
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005779	4.86212	18.118	23.0654
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000748	9.3e-05	0.00651	0.007474
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000302	6.8e-05	0.002591	0.002958
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000327	0.000485	0.024536	0.025185
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001649	1.9e-05	0.007492	0.009132
HIS	FORCE		10.95890410958904	37	0	103	23	0.000431	1.8e-05	0.004674	0.00523
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000203	3.3e-05	0.01691	0.017219
Graph	FORCE		21.21212121212121	11	0	41	16	0.00012	2.7e-05	0.001805	0.002032
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000205	2.3e-05	0.006991	0.007284
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011543	0.000187	1.1731	1.18484
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002917	6.51445	0.606112	7.19266
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.4e-05	1.8e-05	0.001053	0.001283
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6.1e-05	1e-05	0.000899	0.000985
eCos_infra	FORCE		18.51851851851852	1	1	28	7	7.3e-05	2e-05	0.001124	0.001327
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000796	0.0001	0.015287	0.016246
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.0017	1.5e-05	0.005012	0.007208
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000194	5.6e-05	0.003933	0.004277
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000333	8.3e-05	0.010575	0.010885
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000334	0.000282	0.010775	0.01117
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000257	1.9e-05	0.002273	0.002656
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000177	5.3e-05	0.004522	0.004609
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.000875	0.000103	0.003409	0.004696
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000157	6.8e-05	0.003025	0.003275
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004512	0.079682	0.512542	0.597742
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005628	4.84062	18.208	23.1381
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000771	9.1e-05	0.005997	0.006925
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000303	6.9e-05	0.002506	0.003008
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000331	0.000481	0.023488	0.024118
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001612	1.8e-05	0.007241	0.009142
HIS	FORCE		10.95890410958904	37	0	103	23	0.000431	1.7e-05	0.004626	0.005043
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000244	3.9e-05	0.018463	0.018803
Graph	FORCE		21.21212121212121	11	0	41	16	0.000151	3.2e-05	0.002082	0.002186
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000243	2.8e-05	0.008035	0.008446
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.016669	0.000254	1.95416	1.97138
Dell_XML	FORCE		88.54961832061069	1	0	2703	43396	0.002813	6.91808	0.608023	7.62375
eCos_compat	FORCE		21.428571428571427	1	1	29	7	6.7e-05	1.9e-05	0.001069	0.001299
eCos_fs	FORCE		4.3478260869565215	1	1	26	2	6.1e-05	1e-05	0.000897	0.001052
eCos_infra	FORCE		18.51851851851852	1	1	28	7	8.7e-05	2.1e-05	0.001146	0.001231
eCos_io	FORCE		29.230769230769234	1	1	266	68	0.000851	9.9e-05	0.01538	0.016401
eCos_isoinfra	FORCE		1.935483870967742	1	0	157	4	0.001699	1.5e-05	0.004993	0.007373
eCos_kernel	FORCE		35.08771929824561	1	1	58	58	0.000195	5.6e-05	0.004834	0.005768
eCos_language	FORCE		36.144578313253014	1	1	206	61	0.000336	8.5e-05	0.01054	0.011002
eCos_net	FORCE		37.38317757009346	1	1	153	172	0.000353	0.000271	0.011216	0.011651
eCos_redboot	FORCE		11.11111111111111	1	1	64	8	0.000258	2e-05	0.002585	0.003074
eCos_services	FORCE		41.81818181818181	1	1	97	36	0.000177	5.4e-05	0.004477	0.004768
LinuxKernel_arch	FORCE		26.01626016260163	1	0	16	78	0.00087	0.0001	0.003264	0.00447
LinuxKernel_block	FORCE		42.62295081967213	1	0	49	44	0.000163	6.8e-05	0.002853	0.003126
LinuxKernel_crypto	FORCE		86.19402985074626	1	0	7	14815	0.004562	0.082541	0.516548	0.604993
LinuxKernel_fs	FORCE		59.59302325581395	1	0	425	341510	0.005332	4.96562	17.4881	22.5413
LinuxKernel_lib	FORCE		27.86885245901639	1	0	129	66	0.000734	9.1e-05	0.006265	0.007024
LinuxKernel_mm	FORCE		37.5	1	0	9	61	0.000303	6.6e-05	0.00254	0.00284
LinuxKernel_security	FORCE		59.210526315789465	1	0	97	420	0.000333	0.000487	0.024102	0.024734
BankingSoftware	FORCE		2.604166666666667	17	0	238	6	0.001671	1.8e-05	0.007254	0.009014
HIS	FORCE		10.95890410958904	37	0	103	23	0.000443	1.8e-05	0.004827	0.005335
Documentation_Generation	FORCE		24.528301886792452	8	0	63	91	0.000203	3.4e-05	0.01716	0.017537
Graph	FORCE		21.21212121212121	11	0	41	16	0.000123	2.6e-05	0.001875	0.002073
Web_Portal	FORCE		22.448979591836736	4	0	109	22	0.000201	2.3e-05	0.007117	0.007524
Electronic Shopping	FORCE		10.303030303030303	30	0	2193	805	0.011499	0.000191	1.17231	1.18421
